datetime,temp,precip,Number of Bicycle Hires
26/04/2023,8.7,0.0,27130
27/04/2023,10.1,6.212,20535
28/04/2023,13.9,0.803,24240
29/04/2023,13.1,0.0,26845
30/04/2023,13.4,0.0,22567
01/05/2023,14.3,0.006,21842
02/05/2023,12.1,0.0,27325
03/05/2023,10.7,0.0,29881
04/05/2023,13.7,0.0,29177
05/05/2023,15.4,3.187,25198
06/05/2023,13.5,4.818,12502
07/05/2023,15.8,0.0,24094
08/05/2023,13.6,0.413,17283
09/05/2023,15.0,10.247,25650
10/05/2023,14.0,0.426,28208
11/05/2023,13.5,0.997,28515
12/05/2023,11.8,0.402,21517
13/05/2023,11.3,0.0,22245
14/05/2023,14.1,0.0,24365
15/05/2023,13.6,2.989,26345
16/05/2023,13.0,0.0,31329
17/05/2023,13.7,0.0,30921
18/05/2023,14.6,0.0,32610
19/05/2023,13.7,0.0,28230
20/05/2023,14.3,0.0,27578
21/05/2023,14.4,0.0,22658
22/05/2023,15.1,0.0,28254
23/05/2023,14.0,0.0,31538
24/05/2023,15.8,0.0,32716
25/05/2023,15.0,0.0,31233
26/05/2023,14.2,0.0,28057
27/05/2023,14.7,0.0,26196
28/05/2023,16.1,0.0,28227
29/05/2023,13.5,0.0,22885
30/05/2023,13.2,0.0,27842
31/05/2023,13.9,0.001,27012
01/06/2023,13.7,0.0,29301
02/06/2023,13.9,0.0,26403
03/06/2023,15.0,0.0,25014
04/06/2023,16.0,0.0,25537
05/06/2023,13.7,0.0,27052
06/06/2023,13.7,0.002,29621
07/06/2023,14.8,0.0,31445
08/06/2023,15.7,0.0,31881
09/06/2023,18.4,0.0,28768
10/06/2023,22.2,0.0,29037
11/06/2023,22.9,0.027,23980
12/06/2023,22.7,0.084,27387
13/06/2023,22.1,0.0,33722
14/06/2023,20.8,0.0,34239
15/06/2023,21.2,0.0,34087
16/06/2023,21.4,0.0,31299
17/06/2023,20.4,0.001,28062
18/06/2023,20.4,1.225,19854
19/06/2023,20.1,0.001,31379
20/06/2023,20.2,0.049,27861
21/06/2023,20.8,10.919,34536
22/06/2023,21.5,0.0,33494
23/06/2023,22.0,0.0,31466
24/06/2023,22.2,0.0,27903
25/06/2023,23.9,0.0,26511
26/06/2023,19.1,0.0,30564
27/06/2023,19.1,0.0,33363
28/06/2023,20.8,0.001,33620
29/06/2023,19.2,0.444,29539
30/06/2023,17.1,0.0,27805
01/07/2023,19.4,0.002,26059
02/07/2023,17.2,0.0,23634
03/07/2023,16.5,0.002,27828
04/07/2023,15.4,0.111,22508
05/07/2023,15.8,0.024,31386
06/07/2023,17.2,0.198,33482
07/07/2023,21.5,0.0,30999
08/07/2023,21.7,0.012,21428
09/07/2023,19.7,0.0,25178
10/07/2023,19.5,0.0,29560
11/07/2023,19.8,0.203,31414
12/07/2023,18.2,0.003,32066
13/07/2023,17.7,0.22,30853
14/07/2023,16.9,0.077,16854
15/07/2023,18.2,7.148,23218
16/07/2023,17.7,0.005,20743
17/07/2023,17.6,2.587,28656
18/07/2023,18.2,0.0,32085
19/07/2023,19.0,0.794,30549
20/07/2023,18.6,0.198,29287
21/07/2023,15.9,0.0,26732
22/07/2023,14.8,6.055,12578
23/07/2023,18.5,4.281,22251
24/07/2023,15.2,1.178,23875
25/07/2023,15.8,0.059,31327
26/07/2023,16.2,7.005,25760
27/07/2023,19.3,2.417,28322
28/07/2023,19.4,0.0,26933
29/07/2023,19.1,0.201,25104
30/07/2023,17.4,0.227,14707
31/07/2023,18.1,11.741,23312
01/08/2023,17.9,0.993,30114
02/08/2023,17.1,7.306,20685
03/08/2023,18.0,5.766,29898
04/08/2023,17.1,0.0,25021
05/08/2023,15.2,0.079,11677
06/08/2023,15.8,6.162,20559
07/08/2023,16.5,0.0,26708
08/08/2023,15.2,0.018,22258
09/08/2023,18.1,2.983,31870
10/08/2023,20.7,0.0,31007
11/08/2023,21.1,0.0,25972
12/08/2023,18.6,0.0,21691
13/08/2023,18.7,0.003,21062
14/08/2023,18.5,0.027,23692
15/08/2023,18.6,0.0,30997
16/08/2023,20.0,0.198,31194
17/08/2023,19.7,0.0,30261
18/08/2023,20.2,0.026,22135
19/08/2023,20.4,0.011,24014
20/08/2023,19.8,0.0,22268
21/08/2023,19.3,0.0,26965
22/08/2023,20.0,0.0,30047
23/08/2023,21.1,0.0,31178
24/08/2023,20.3,0.005,25143
25/08/2023,17.7,2.982,24224
26/08/2023,15.0,10.543,17598
27/08/2023,15.7,0.0,19458
28/08/2023,15.9,0.0,20974
29/08/2023,16.9,0.201,25538
30/08/2023,15.8,0.002,28786
31/08/2023,14.6,0.4,25342
01/09/2023,18.4,0.232,22562
02/09/2023,19.7,0.0,24753
03/09/2023,19.8,0.0,23748
04/09/2023,21.6,0.0,29360
05/09/2023,21.9,0.0,32355
06/09/2023,23.1,0.0,32926
07/09/2023,24.1,0.0,33064
08/09/2023,23.7,0.0,29055
09/09/2023,25.2,0.0,27173
10/09/2023,23.9,0.0,23971
11/09/2023,21.6,0.0,29900
12/09/2023,19.8,0.019,30202
13/09/2023,17.0,0.206,32568
14/09/2023,18.0,0.0,33814
15/09/2023,18.7,0.0,31139
16/09/2023,20.2,0.0,30441
17/09/2023,18.7,0.033,18611
18/09/2023,17.4,14.16,27708
19/09/2023,16.7,0.4,29412
20/09/2023,17.9,0.152,20300
21/09/2023,14.1,25.267,25549
22/09/2023,13.5,7.942,27104
23/09/2023,13.3,0.399,25767
24/09/2023,16.6,0.0,21664
25/09/2023,18.5,0.0,30011
26/09/2023,18.3,0.0,32815
27/09/2023,18.0,0.0,32972
28/09/2023,17.2,0.001,31853
29/09/2023,17.5,1.221,29334
30/09/2023,15.5,0.0,26977
